ID;TWEET;label;len emoji;len text;len letters;TWEET_clean
9729;ali: 🏴  الامَاﻣ الَحُسين هَو مَحط عِشقنا واقعاً ‘وليسَ مصيبَه وحسبَ! ولـَڪنهُ  عِشق يَهدرَ دموَعنـَا ●  الحسين عشقنا;love;1;18;33;ali 🏴 الاماﻣ الحسين محط عشقنا واقعا ‘ وليس مصيبه وحسب ولـڪنه عشق يهدر دموعنـا ● الحسين عشقنا
9730;اه و الله تعبنا فشخ;sadness;0;5;12;اه الله تعبنا فشخ
9731;love40 رحم الله  بوحمدان حمل هم ابنه بمرض السرطان الا ان مشيئه الله اختارته هو بينما هو كان بكامل صحته;sympathy;0;20;27;love40 رحم الله بوحمدان حمل ابنه بمرض السرطان الا ان مشيئه الله اختارته بينما بكامل صحته
9732;كل لما اتفرج ع لاعب مصري ف الاوليمبياد يخسر;sadness;0;9;17;اتفرج لاعب مصري الاوليمبياد يخسر
9733;f المصريون مظلومون معكم !!;sympathy;0;5;14;f المصريون مظلومون معكم
9734;: هذا حال اطفال حلب من لم يمت من القصف مات من الرعب اللهم فرج عن اهلنا في  Syria  Aleppo;sympathy;0;20;29;حال اطفال حلب يمت القصف مات الرعب اللهم فرج اهلنا Syria Aleppo
9735;وناس تقولك هفضل معاك وفجاه متلاقيش !!;sadness;0;7;18;وناس تقولك هفضل معاك وفجاه متلاقيش
9736;خايف اتعود علي الدنيا بدونك هذا اغرب خوف مر بكل حياتي !;fear;0;12;20;خايف اتعود علي الدنيا بدونك اغرب خوف مر بكل حياتي
9737;من كثر ما اني خايفه بكرا حلمت اني ضيعت وقت علي التظليل بالاختبار 😭😭😭😭😭😭😭😂;fear;8;14;22;كثر اني خايفه بكرا حلمت اني ضيعت وقت علي التظليل بالاختبار 😭😭😭😭😭😭😭😂
9738;ليث وابتسام واشراق دودو  ❤❤  DoaaElSebaii   LaithAbuJoda   Ibtissamtiskat   IchrakGmar;joy;2;9;38;ليث وابتسام واشراق دودو ❤❤ DoaaElSebaii LaithAbuJoda Ibtissamtiskat IchrakGmar
9739;القرعه جابت اسلام الشهابي اول ماتش في الاوليمبياد ضد لاعب اسرائيلي  Rio2016;none;0;12;26;القرعه جابت اسلام الشهابي اول ماتش الاوليمبياد ضد لاعب اسرائيلي Rio2016
9740;اجيب اعاده افتتاح الاوليمبياد منين طيب عايزه اشوفه;none;0;8;18;اجيب اعاده افتتاح الاوليمبياد منين طيب عايزه اشوفه
9741;انا مش خايفه من غلاء الاسعار انا مرعوبه من فوضي بجد المرادي مش هتبقي سليمه;fear;0;15;22;انا مش خايفه غلاء الاسعار انا مرعوبه فوضي بجد المرادي مش هتبقي سليمه
9742;اليلو دراجونز حضروا ماتش الاسماعيله النهارده ؟;joy;0;7;19;اليلو دراجونز حضروا ماتش الاسماعيله النهارده ؟
9743;انت ممكن تداري وجعك ودمعتك وديقتك عشان بس متصعبش علي حد;sadness;0;11;19;انت ممكن تداري وجعك ودمعتك وديقتك عشان متصعبش علي حد
9744;: الله ينصرهم علي الدواعش ومرتزقه امريكا;sympathy;0;7;18;الله ينصرهم علي الدواعش ومرتزقه امريكا
9745;النادي نادينا والورق بتاعنا وفلوسه ملكنا وتحت ايدينا يعني عزبتنا ياعيالي لسه راسك نازله تحت ليه اصلك زملكاوي.. مرتضي منصور ضيع هيبه الزمالك;anger;0;23;22;النادي نادينا والورق بتاعنا وفلوسه ملكنا وتحت ايدينا يعني عزبتنا ياعيالي لسه راسك نازله ليه اصلك زملكاوي مرتضي منصور ضيع هيبه الزمالك
9746;الله يخربيت ابوكم علي بيت الاوليمبياد اللي قرفتونا بيه علي بيت ابو بنات مصر عموما;anger;0;15;18;الله يخربيت ابوكم علي بيت الاوليمبياد اللي قرفتونا بيه علي بيت ابو بنات مصر عموما
9747;فشل مرعب. وده قبل ما يعوموا كمان كان في ادويه مختفيه.;fear;0;11;19;فشل مرعب وده يعوموا كمان ادويه مختفيه
9748;:   RM   1980 لا نقول الا الله يصبرهم.قهر بفقد ابنهم وقهر بان يعفي عن القاتل وهم تحت ضغط كان الله في عونهم;sympathy;0;22;29;RM 1980 نقول الا الله يصبرهمقهر بفقد ابنهم وقهر بان يعفي القاتل وهم ضغط الله عونهم
9749;الظاهر ان انا الوحيد اللي مش متابع  الاوليمبياد دي 😏;surprise;1;10;17;الظاهر ان انا الوحيد اللي مش متابع الاوليمبياد دي 😏
9750;الله يفرجها عالجميع يارب بس البنت مو شكلها هندي خايفه تكون مخطوفه;fear;0;12;20;الله يفرجها عالجميع يارب البنت مو شكلها هندي خايفه تكون مخطوفه
9751;لا حياه لمن تنادي .. هذي المعاناه يعانون منها منذو سنين طويله ولا من مجيب .. لكن كان الله في عونهم ..  حادث معلمات اخر يوم دراسه;sympathy;0;27;23;حياه لمن تنادي المعاناه يعانون منذو سنين طويله مجيب الله عونهم حادث معلمات اخر يوم دراسه
9752;ايوه يا ريس;joy;0;3;7;ايوه ريس
9753;ايه دا ، هو انتي كده مبقتيش من ملائكه الرحمه اني موور. !!;surprise;0;13;20;ايه دا ، انتي كده مبقتيش ملائكه الرحمه اني موور
9754;313:  الحشد الشعبي يتوجه الي مناطق اعالي الفرات ليعلن تطهير الانبار بالكامل بعد قتل 200 ارهابي في جزيره الخالديه   EHS;joy;0;20;30;313 الحشد الشعبي يتوجه الي مناطق اعالي الفرات ليعلن تطهير الانبار بالكامل قتل 200 ارهابي جزيره الخالديه EHS
9755;اللهم لطفگ باخواننا في و  الموصل اللهم ارحم ضعفهم و قله حيلتهم و هوانهم علي الناس .. اللهم كن لهم عوناً و سنداً و نصيراً;sympathy;0;25;25;اللهم لطفگ باخواننا الموصل اللهم ارحم ضعفهم قله حيلتهم هوانهم علي الناس اللهم عونا سندا نصيرا
9756;: طاغي حضوره مايشبهه (احد) ازرق (هلالي) بالسماء عالي  سيد النوادي بكل ارض (وبلد) وجماهيره بكل (مدرج) تلالي    الهلال متعه الر…;joy;0;21;28;طاغي حضوره مايشبهه احد ازرق هلالي بالسماء عالي سيد النوادي بكل ارض وبلد وجماهيره بكل مدرج تلالي الهلال متعه الر…
9757;9 انت قديم ابو الجﻻجيل دلوقتي انت اللي بتجيب انا عايزه تورته شيكوﻻته مليش دعوه وعصير فلوريدا :D;joy;0;18;24;9 انت قديم ابو الجﻻجيل دلوقتي انت اللي بتجيب انا عايزه تورته شيكوﻻته مليش دعوه وعصير فلوريدا D
9758;7: اري اثارهم فاذوب شوقاً واسكب في مواطنهم دموعي.. واسال من بفرقتهم بلاني يمن علي منهم بالرجوع  اشتياق  رونق;love;0;19;26;7 اري اثارهم فاذوب شوقا واسكب مواطنهم دموعي واسال بفرقتهم بلاني يمن علي منهم بالرجوع اشتياق رونق
9759;ما تيجي في الاوليمبياد ونجيب اياد;none;0;6;12;تيجي الاوليمبياد ونجيب اياد
9760;وقالت  الاوليمبياد كلمتها نعم ل  التطبيع مع اسرائيل  اسلام الشهابي  الواد الاسراييلي;none;0;12;19;وقالت الاوليمبياد كلمتها التطبيع اسرائيل اسلام الشهابي الواد الاسراييلي
9761;واثقه بنجاح كيوهيون بس بنفس الوقت خايفه انحبط وبعدها معد بتامل بشي من هالمخططات;fear;0;14;22;واثقه بنجاح كيوهيون بنفس الوقت خايفه انحبط وبعدها معد بتامل بشي هالمخططات
9762;قطر طوال مسيرتها في الاوليمبياد : 1 فضه   2016 4 برونز   1992/2000/2012;none;0;12;26;قطر طوال مسيرتها الاوليمبياد 1 فضه 2016 4 برونز 199220002012
9763;مش لما يلعب الاول علشان نشتمه 😂 هتبقي ضحك فشخ .. لقطه الاوليمبياد والله لو حصلت;joy;1;16;23;مش يلعب الاول علشان نشتمه 😂 هتبقي ضحك فشخ لقطه الاوليمبياد والله حصلت
9764;هههههههههههه يا ستي ربنا يزيدها;joy;0;5;11;هههههههههههه ستي ربنا يزيدها
9765;مُؤلم انْ احتَاجك فيَكون الجَميع حَوليِ اﻵ انت;sadness;0;8;19;مؤلم ان احتاجك فيكون الجميع حولي اﻵ انت
9766;دمعت عيني علي هالمنطر 💔 افتقدنا  الرابطه و  المتعه و  الزمن الجميل يا ما جلست بجانب  فهيدان  فهد عبدالكريم في المدرجات  الله يرحمه;sympathy;1;23;22;دمعت عيني علي هالمنطر 💔 افتقدنا الرابطه المتعه الزمن الجميل جلست بجانب فهيدان فهد عبدالكريم المدرجات الله يرحمه
9767;الاوليمبياد;none;0;1;7;الاوليمبياد
9768;انا لو تبي حتي الحين اجيك;surprise;0;6;11;انا تبي حتي الحين اجيك
9769;صباح يهذي بك حروف تتراقص بين السطور كلمات تداعب الخاطر اي عاشقي هل لك ان تغتال المسافات وتعانق نبضي متمردا;love;0;20;25;يهذي حروف تتراقص السطور كلمات تداعب الخاطر اي عاشقي ان تغتال المسافات وتعانق نبضي متمردا
9770;صباح بغاشا ياباشا ع كل واحد مستنينا ✋;joy;1;8;18;بغاشا ياباشا مستنينا ✋
9771;Ahmad Adel: انا خايف علي نفسي اصحي الاقيني خطبت والله 😂😂😂;fear;3;11;26;Ahmad Adel انا خايف علي نفسي اصحي الاقيني خطبت والله 😂😂😂
9772;adnan و انا بحبك في الله يا اختي :D;joy;0;9;18;adnan انا بحبك الله اختي D
9773;الفرجه ع الاوليمبياد متعه 😀;joy;1;5;15;الفرجه الاوليمبياد متعه 😀
9774;وصول  ترامب بحد ذاته كان نوع من النكته والان هو الاقرب و  الصدمه تجتاح العالم  الانتخابات الامريكيه;surprise;0;17;20;وصول ترامب بحد ذاته نوع النكته والان الاقرب الصدمه تجتاح العالم الانتخابات الامريكيه
9775;: ذلك الشخص الذي يختطفك من نفسك الي نفسك..هو الذي يستحق الحب!  كوب لشخصين  قهوه السابعه;love;0;16;24;الشخص يختطفك نفسك الي نفسكهو يستحق الحب كوب لشخصين قهوه السابعه
9776;المرعب في هذا الادراك ان ما هو مخيف في الحياه يحصل بهدوء وبشكل طبيعي 💀.;fear;1;15;23;المرعب الادراك ان مخيف الحياه يحصل بهدوء وبشكل طبيعي 💀
9777;:  اعدام 21 داعيه سنيا في ايران لاذنب لهم الا انهم يدعون لدين محمدﷺ الذي تكفر به حكومهايران {وما نقموا منهم الا ان يؤمنوا…;anger;0;24;26;اعدام 21 داعيه سنيا ايران لاذنب الا انهم يدعون لدين محمدﷺ تكفر حكومهايران نقموا منهم الا ان يؤمنوا…
9778;انا نفسي مره اجرب اكون ليك حد اقرب : );sadness;0;10;19;انا نفسي مره اجرب اكون ليك حد اقرب
9779;وعليكم السلام ، وصباح النور :);joy;0;6;17;وعليكم السلام ، وصباح النور
9780;انا بكره احساس الخوف ده ، انا مش عارفه اعيش بسبب الخوف دايما خايفه من اللي هيحصل و اللي جي و تعبت بجد.;fear;0;23;23;انا بكره احساس الخوف ده ، انا مش عارفه اعيش بسبب الخوف دايما خايفه اللي هيحصل اللي جي تعبت بجد
9781;هيلمه والرياضه السعوديه وصرف ملايين وفي الاخير 13 لاعب مشارك في الاوليمبياد خخخخخ;none;0;13;21;هيلمه والرياضه السعوديه وصرف ملايين وفي الاخير 13 لاعب مشارك الاوليمبياد خخخخخ
9782;:   حب عظيم للناس اللي لمن نحكي معاهم نحس ان همومنا انتهت ، بالاصح نتعافي 💛!;love;1;16;21;حب عظيم للناس اللي لمن نحكي معاهم نحس ان همومنا انتهت ، بالاصح نتعافي 💛
9783;خايفه من هذي الدراما ،الدراما الصينيه مره بيرفكت والبطله مره ضابطه الدور ، بس ايو مدري ان شاء الله تتقنه كويس مع اني مقدر اتخيلها في هالدور.;surprise;0;27;26;خايفه الدراما ،الدراما الصينيه مره بيرفكت والبطله مره ضابطه الدور ، ايو مدري ان شاء الله تتقنه كويس اني مقدر اتخيلها هالدور
9784;حتي لا ننسي ان كل مؤيدي السيسي هم اول من دعا الي سفك الدماء عندما تم فض رابعه فكانت كلمتهم المشهوره: احسن .. يستاهلوا .. ايه اللي وداهم هناك;anger;0;29;23;حتي ننسي ان مؤيدي السيسي اول دعا الي سفك الدماء عندما تم فض رابعه فكانت كلمتهم المشهوره احسن يستاهلوا ايه اللي وداهم
9785;sarah: بتستحق عن جداره  نادين نسيب نجيم;joy;0;7;20;sarah بتستحق جداره نادين نسيب نجيم
9786;متعاطفه معاك وحسه بيك;sympathy;0;4;14;متعاطفه معاك وحسه بيك
9787;جمهور اشبيليا مرعب... فريقنا داج هاليومين الله يستر;fear;0;8;19;جمهور اشبيليا مرعب فريقنا داج هاليومين الله يستر
9788;كلنا اولاد ام فيصل نريد اقصئ العقوبه بحق من اسائت الي امناء الغاليه  ام فيصل   كلنا ضد مريم بيفور53;anger;0;19;25;كلنا اولاد ام فيصل نريد اقصئ العقوبه بحق اسائت الي امناء الغاليه ام فيصل كلنا ضد مريم بيفور53
9789;بي.اس ديل اكتر مادتين انا خايفه منهم;fear;0;7;16;بياس ديل اكتر مادتين انا خايفه منهم
9790;لو عندي بنت وجالها عريس هخلي مهرها الهجره بره مصر بلا دهب بلا كلام فارغ;anger;0;15;20;عندي بنت وجالها عريس هخلي مهرها الهجره بره مصر بلا دهب بلا كلام فارغ
9791;مره شيشه و مره علم بلد تانيه، الاوليمبياد الجاي نبعتلهم صوفينار;none;0;11;18;مره شيشه مره بلد تانيه، الاوليمبياد الجاي نبعتلهم صوفينار
9792;خلاص هربنا منو هيعملنا ايه يعني 😅 😅 😅 الواحد خايف عالاشبال اللي تحتنا 😅😅;fear;5;15;19;خلاص هربنا منو هيعملنا ايه يعني 😅 😅 😅 الواحد خايف عالاشبال اللي تحتنا 😅😅
9793;Sa24 اوسخ من اسرائيل روسيا دوله الرزيله;anger;0;7;18;Sa24 اوسخ اسرائيل روسيا دوله الرزيله
9794;: احببتكِ حتي ايقنت ان الاكتفاء انتِ ♡  رتويت  رومنسي  بوح  خواطر  غزل  شوق  ذوق يبتي  صباحيات  جميل  رائع  صباح الخير;love;0;21;29;احببتك حتي ايقنت ان الاكتفاء انت ♡ رتويت رومنسي بوح خواطر غزل شوق ذوق يبتي صباحيات جميل رائع الخير
9795;2016:      m      في كلمه امنيتي له بالسعاده والراحه والفرح وكل شي جميل حلمت ان يجمعني به.❤❤;love;2;16;27;2016 m كلمه امنيتي بالسعاده والراحه والفرح وكل شي جميل حلمت ان يجمعني به❤❤
9796;تحيه كبيره للاتحاد بجد فريق حلو اوي وبيلعبوا كوره جميله;joy;0;10;17;تحيه كبيره للاتحاد بجد فريق حلو اوي وبيلعبوا كوره جميله
9797;قلوبنا معكم اسود الرافدين   اهداء البسمه علي شفاه العراقيين مطلبنا منكم فلا تقصروا  وعززوا انتصارات اخوانكم في عملي…;sympathy;0;18;24;قلوبنا معكم اسود الرافدين اهداء البسمه علي شفاه العراقيين مطلبنا منكم تقصروا وعززوا انتصارات اخوانكم عملي…
9798;كونا زمان اعز اصاحب وعشنا حبايب;joy;0;6;13;كونا زمان اعز اصاحب وعشنا حبايب
9799;خايف اقول اللي في قلبي تتقل و تعاند ويايَّ;fear;0;9;15;خايف اقول اللي قلبي تتقل تعاند وياي
9800;نسبته قليله قدام المستورد.... شوف مصر تطل علي بحرين عظيمين ومع ذلك تلاقي ملح مستورد في الاسواق!!!!! حاجه تكسف;anger;0;19;26;نسبته قليله قدام المستورد شوف مصر تطل علي بحرين عظيمين ومع تلاقي ملح مستورد الاسواق حاجه تكسف
9801;انّي اُقبّلُ الالَم قُبْله وداع اذا قَبّلتُك ..!!;love;0;8;21;اني اقبل الالم قبله وداع اذا قبلتك
9802;الدرس المستفاد من الاوليمبياد دي ان احنا بلد وسخه;sadness;0;9;16;الدرس المستفاد الاوليمبياد دي ان احنا بلد وسخه
9803;الانتخابات اولا..........الدستوراولا.........النتيجه واحده;sadness;0;3;16;الانتخابات اولاالدستوراولاالنتيجه واحده
9804;نفسي اقول اني مش بحبها بس خايفه اتحدف بالشباشب;fear;0;9;17;نفسي اقول اني مش بحبها خايفه اتحدف بالشباشب
9805;موضوع الحجامه ده في الاوليمبياد جدير بالانتباه والملاحظه ... مجتمعنا العربي هيبتدي يلتفت للحجامه زي ما التفتنا لللحيه ...;none;0;19;20;موضوع الحجامه ده الاوليمبياد جدير بالانتباه والملاحظه مجتمعنا العربي هيبتدي يلتفت للحجامه زي التفتنا لللحيه
9806;hasa    ما شاء الله تبارك الرحمن الاحساء موطن الصناعات والحرف اليدويه بل مهدها وهم بحاجه للدعم والاهتمام والصقل;joy;0;18;26;hasa شاء الله تبارك الرحمن الاحساء موطن الصناعات والحرف اليدويه مهدها وهم بحاجه للدعم والاهتمام والصقل
9807;سهم نافذٌ ولكل سهم مستقر  والحب اعذبه الــذي حَرَقَ القلوب بلا شـــرر .. 💕;love;1;14;24;سهم نافذ ولكل سهم مستقر والحب اعذبه الــذي حرق القلوب بلا شـــرر 💕
9808;:   مرجع بهذه الجرئه الله اكبر ما اعظمه وما ارقاه كشف زيف السيستاني الماسوني ربيب الاحتلال ومنفذ مشاريعه فلله درك…;anger;0;20;26;مرجع بهذه الجرئه الله اكبر اعظمه ارقاه كشف زيف السيستاني الماسوني ربيب الاحتلال ومنفذ مشاريعه فلله درك…
9809;وقلبي معكم ...;sympathy;0;3;10;وقلبي معكم
9810;: : لاتنسوا اهل حلب من دعواتكم اللهم فرج عنهم وارحمهم وغفر لموتاهم اللهم اميييين;sympathy;0;15;20;لاتنسوا اهل حلب دعواتكم اللهم فرج عنهم وارحمهم وغفر لموتاهم اللهم اميييين
9811;كنت اعلم ان للشوق حنين وانت من علمني ان للشوق انين كانين شوقي لك وحنيني 💜  شعر  اشعار  خواطر  عتاب  بوح  ابيات  قصيد  مقتطفات غزل;love;1;25;23;كنت اعلم ان للشوق حنين وانت علمني ان للشوق انين كانين شوقي وحنيني 💜 شعر اشعار خواطر عتاب بوح ابيات قصيد مقتطفات غزل
9812;قائد شجاع قائد عظيم جنن جنود ال سعود  حفظه الله وايده ومن معه بنصره;love;0;14;21;قائد شجاع قائد عظيم جنن جنود ال سعود حفظه الله وايده معه بنصره
9813;انا فضولي فشخ;joy;0;3;10;انا فضولي فشخ
9814;بطل افترا ... احمد ربنا انه حقق مركز في الاوليمبياد ... حتي لو الاخير ... مابتحمدوش ربنا ابدا !!!;surprise;0;19;22;بطل افترا احمد ربنا انه حقق مركز الاوليمبياد حتي الاخير مابتحمدوش ربنا ابدا
9815;: هذا يا  عرب يصرخ باعلي صوته وا اسلاماه...وا معتصماه...وا جراحاه فهل من مجيب؟! دماءهم امانه في اعناقكم;sympathy;0;18;27;عرب يصرخ باعلي صوته اسلاماهوا معتصماهوا جراحاه فهل مجيب؟ دماءهم امانه اعناقكم
9816;انا اللي من كتر ما اتقلي يا فاشل حاسيس اني فاشلت بجد;sadness;0;12;17;انا اللي كتر اتقلي فاشل حاسيس اني فاشلت بجد
9817;الناس داخله الاوليمبياد تتجوز وحاجه دلع يعني;joy;0;7;17;الناس داخله الاوليمبياد تتجوز وحاجه دلع يعني
9818;هضحك في وشك عشاان ماتعقدش لكن هفضل كارهك .. 󾌹󾍗;anger;0;10;21;هضحك وشك عشاان ماتعقدش هفضل كارهك 󾌹󾍗
9819;الاوليمبياد مش واخده حقها الاعلامي كويس لحد دلوقتي حتي كره القدم مش واخده اهتمام كبير من الفرق المشاركه نفسها;none;0;19;20;الاوليمبياد مش واخده حقها الاعلامي كويس لحد دلوقتي حتي كره القدم مش واخده اهتمام كبير الفرق المشاركه نفسها
9820;مع اني خايفه بس مَش عارفه ليه واثقه فيه;fear;0;9;18;اني خايفه مش عارفه ليه واثقه
9821;يقال لهم نازحين كان الله في عونهم وكف يد بطش الفريقين منهم;sympathy;0;12;19;يقال نازحين الله عونهم وكف يد بطش الفريقين منهم
9822;momo: الحد الادني للدخل في مصر بيجيب 12 كيلو لحمه  مفيش في الدنيا جنان كده الحد الادني للدخل في هولندا يجيب 250 كيلولحمه   دول ت…;anger;0;25;27;momo الحد الادني للدخل مصر بيجيب 12 كيلو لحمه مفيش الدنيا جنان كده الحد الادني للدخل هولندا يجيب 250 كيلولحمه دول ت…
9823;:  الجيش السلماني  الجيش المرابط نفخر بكم المعدن اصيل والوفامن طباعكم والشجاعه والفراسهصفهمن صفاتكم وحب الوطن بدمائكم;joy;0;17;24;الجيش السلماني الجيش المرابط نفخر المعدن اصيل والوفامن طباعكم والشجاعه والفراسهصفهمن صفاتكم وحب الوطن بدمائكم
9824;الخوف واضح في كلامي وعيني اشوفه بـ عينك قبل ما اسمع حكاك نخاف بس الفرق.. بينك وبيني تخاف تذكرني وانا خايف انساك😔;fear;1;22;24;الخوف واضح كلامي وعيني اشوفه بـ عينك اسمع حكاك نخاف الفرق بينك وبيني تخاف تذكرني وانا خايف انساك😔
9825;في ناس كتير بتسافر volunteering ، كان في اعلانات قبل الاوليمبياد 😂;none;1;12;28;ناس كتير بتسافر volunteering ، اعلانات الاوليمبياد 😂
9826;ودي اعاتبك، بس خايف اكتب لك وتبكيني العبارات..;fear;0;8;17;ودي اعاتبك، خايف اكتب وتبكيني العبارات
9827;.. وعيشه مرعبه ✌😄;fear;2;4;12;وعيشه مرعبه ✌😄
9828;واضح النهارده ربنا مش موفق مصر النهارده في الاوليمبياد اداء سيئ لفريق اليد وفارق كبير في النقاط وواضح ان فريق الطائره جاي يكمل عدم التوفيق 😞;sadness;1;26;26;واضح النهارده ربنا مش موفق مصر النهارده الاوليمبياد اداء سيئ لفريق اليد وفارق كبير النقاط وواضح ان فريق الطائره جاي يكمل عدم التوفيق 😞
9829;: مفيش احسن من اللي بيغلط ويعتذر وتحس انه فعلا قاصد اسفه، مش بيقولها كلمه وخلاص عشان يريح دماغه.;joy;0;19;27;مفيش احسن اللي بيغلط ويعتذر وتحس انه فعلا قاصد اسفه، مش بيقولها كلمه وخلاص عشان يريح دماغه
9830;: مخيف منظر الناس وهم يبحثون عن الخير في تغريدات المتوفين !هل فكرت انك ستكون منهم في يوم ما ويبحث الناس عن اثر لك وقد لا يجدوا؟!…;fear;0;27;27;مخيف منظر الناس وهم يبحثون الخير تغريدات المتوفين فكرت انك ستكون منهم يوم ويبحث الناس اثر وقد يجدوا؟…
9831;الناس مستغربه مستوي الانبطاح في الاوليمبياد ، وانا مستغربهم لان مفيش انبطاح اكتر من بيع جزء من البلد عياناً بياناً ...  اندهشوا بالاصول;surprise;0;23;27;الناس مستغربه مستوي الانبطاح الاوليمبياد ، وانا مستغربهم لان مفيش انبطاح اكتر بيع جزء البلد بيانا اندهشوا بالاصول
9832;الله ينصركم ويثبت اقدامكم قلوبنا معكم والله يطيح ببشار في اقرب وقت;sympathy;0;12;21;الله ينصركم ويثبت اقدامكم قلوبنا معكم والله يطيح ببشار اقرب وقت
9833;jmalhom: بكره تزين الايام　　 ​​‌​‌ وانسدح في طبيعه سويسرا واشرب العصير اللي فيه مظله الا بسالكم المظله ناكلها ولا بس…;joy;0;20;34;jmalhom بكره تزين الايام ​​‌​‌ وانسدح طبيعه سويسرا واشرب العصير اللي مظله الا بسالكم المظله ناكلها بس…
9834;ما عربي بيطلع عنيهم بردو :;anger;0;6;14;عربي بيطلع عنيهم بردو
9835;shosho اني عكسكم خايفه 😶;fear;1;5;15;shosho اني عكسكم خايفه 😶
9836;العععععب يا زملكاااااااااااااااوي  عنتصدر انهارده فلا تكلمني   الزمالك;joy;0;8;17;العععععب زملكاااااااااااااااوي عنتصدر انهارده تكلمني الزمالك
9837;لا حول ولا قوه الا بالله   المحترم عبدالله الكاتمي;sadness;0;9;15;حول قوه الا بالله المحترم عبدالله الكاتمي
9838;احنا ابطال عالم في اللعبه دي لكن في الاوليمبياد بلح;none;0;10;15;احنا ابطال عالم اللعبه دي الاوليمبياد بلح
9839;اول مره احس ان كان قريب مني كده :/;sadness;0;9;17;اول مره احس ان قريب مني كده
9840;الذي اودعه الله في قلبك ... رحمه بك ولطفاً منه ... فاحسن استغلاله لتهنا حياتك ...;love;0;16;23;اودعه الله قلبك رحمه ولطفا فاحسن استغلاله لتهنا حياتك
9841;الاتحاد سيد البلد لولولولوي;joy;0;4;10;الاتحاد سيد البلد لولولولوي
9842;:  وطن النهار  ذكري الغزو العراقي الغاشم  ذكري غزو الكويت ستبقي  الكويت شامخه صامده برفقتها اخواتها دول الخليج امام اي عدو…;sadness;0;21;27;وطن النهار ذكري الغزو العراقي الغاشم ذكري غزو الكويت ستبقي الكويت شامخه صامده برفقتها اخواتها دول الخليج امام اي عدو…
9843;fake123 يا بت ميتين اللبوه .. ابعتيلي رقمك دي ام;anger;0;10;23;fake123 بت ميتين اللبوه ابعتيلي رقمك دي ام
9844;: السلام علي من زهقت روحها من شده علي ابيها  الحسين عليه السلام .  الخامس من صفر  رقيه بنت الحسين عليه السلام;sadness;0;22;23;السلام علي زهقت روحها شده علي ابيها الحسين السلام الخامس صفر رقيه بنت الحسين السلام
9845;عن جمال الكره الافريقيه اتحدث .. ،، مش معقول ..;surprise;0;10;21;جمال الكره الافريقيه اتحدث ،، مش معقول
9846;ماهو الحب احساس يجعلك تحلق وتنسي ان ليس لديك جناحين فتقع وتتكسر ان لم يلتقطك حبيبك ... انتبه;love;0;18;21;ماهو الحب احساس يجعلك تحلق وتنسي ان لديك جناحين فتقع وتتكسر ان يلتقطك حبيبك انتبه
9847;بلاتيني يستعد ليعطي شاره انطلاق  دبي الرياضي   اخبار رياضيه  بلاتيني  دبي;joy;0;11;17;بلاتيني يستعد ليعطي شاره انطلاق دبي الرياضي اخبار رياضيه بلاتيني دبي
9848;الاشياء قاعده تضيع بشكل مخيف، وش السالفه ياجماعه!;fear;0;8;22;الاشياء قاعده تضيع بشكل مخيف، وش السالفه ياجماعه
9849;❣️ ما شرقتْ  شمسٌ و لا غربتْ الاَّ و ذكركَ مقرونًا بانفاسي و ما خلوتُ الي قومٍ احدِّثهم الاَّ و انتَ  حديثي بين جُلاَّسي ..;love;1;25;34;❣️ شرقت شمس غربت الا ذكرك مقرونا بانفاسي خلوت الي قوم احدثهم الا انت حديثي جلاسي
9850;ادخلها الدي ام قولها الاوليمبياد شغاله دلوقتي تعالي نتابع 😅;none;1;10;17;ادخلها الدي ام قولها الاوليمبياد شغاله دلوقتي تعالي نتابع 😅
9851;نواف انسحب بعد ما شاف الموضوع في قلق ????????;anger;0;9;17;نواف انسحب شاف الموضوع قلق
9852;بكره الاتحاد بكرهووووووو;anger;0;3;11;بكره الاتحاد بكرهووووووو
9853;قاعد باتفرج علي انجازات كل دوله في افتتاحيه الاوليمبياد ومنتظر ان وزير الشباب بتاعنا الاهبل يفرجهم علي جون النني في برشلونه كاعظم انجاز مصري;none;0;24;22;قاعد باتفرج علي انجازات دوله افتتاحيه الاوليمبياد ومنتظر ان وزير الشباب بتاعنا الاهبل يفرجهم علي جون النني برشلونه كاعظم انجاز مصري
9854;الله ينصرهم ويكون معهم ، والله يهلك بشار واعوانه ويجعلهم عبره لغيرهم .   الحمدلله علي نعمه الامن والامان ????.;fear;0;19;21;الله ينصرهم ويكون معهم ، والله يهلك بشار واعوانه ويجعلهم عبره لغيرهم الحمدلله علي نعمه الامن والامان
9855;ar       اين انتم من هذا الاجرام    ايران ام الارهاب   اعدام 21 داعيه سنيا في ايران;anger;0;15;20;ar اين انتم الاجرام ايران ام الارهاب اعدام 21 داعيه سنيا ايران
9856;مششش ممكن;surprise;0;2;5;مششش ممكن
9857;: توضيح بس علي جبر وان كان يتحمل مسؤوليه الهدف الا انه هو الشناوي الي كانوا بيغطوا علي الاخطاء الكارثيه للزمالك ميصحش يتشتم…;anger;0;23;30;توضيح علي جبر وان يتحمل مسؤوليه الهدف الا انه الشناوي الي كانوا بيغطوا علي الاخطاء الكارثيه للزمالك ميصحش يتشتم…
9858;منتخب اليد ان شاء الله هيعمل حاجه في الاوليمبياد دي;none;0;10;18;منتخب اليد ان شاء الله هيعمل حاجه الاوليمبياد دي
